AsianNinja008,TheFreeMango,Dad Bot,Turtleball,Saryahn,Cyern,Nickeley,Bootleg Rascal,Wings,SushiGud,ML,JiHo,JC,Leemerang,Durandal,~Xander,Maseter,kale,Mike14,nameless,Simple Poll,dethking007,jellybui,P’Kan,BoxBot,CipherWing,Soh,viralhopes,Ⱬayn,teareesuh,CheesyAnt,Slepy
440,1924,440,1133,1298,955,111,864,376,444,210,606,924,1,27,19,56,50,23,6,2,7,8,1,1,2,4,1,1,3,1,2
